title,details,link
Costello syndrome,Other names: Faciocutaneoskeletal syndrome;  FCS syndrome,diseases/1550/costello-syndrome
Costocoracoid ligament congenitally short,Other names: Congenital shortness of the costocoracoid ligament;  Fixation of the scapula to the first rib by a congenitally short costocoracoid ligament,diseases/1551/costocoracoid-ligament-congenitally-short
Cote Katsantoni syndrome,Other names: Ectodermal dysplasia osteosclerosis,diseases/1554/cote-katsantoni-syndrome
Cough headache,Other names: Primary cough headache,diseases/10799/cough-headache
Cousin syndrome,Other names: Craniofacial dysmorphism;  hypoplasia of scapula and pelvis and short stature;  Pelviscapular dysplasia,diseases/1555/cousin-syndrome
Cowden syndrome,Other names: CD;  Cowden disease;  Cowden's disease;  CS;  MHAM;  Multiple hamartoma syndrome,diseases/6202/cowden-syndrome
"Coxa vara, congenital",,diseases/8750/coxa-vara-congenital
Coxoauricular syndrome,,diseases/1558/coxoauricular-syndrome
Cramp-fasciculation syndrome,,diseases/6205/cramp-fasciculation-syndrome
Crandall syndrome,Other names: Alopecia deafness hypogonadism,diseases/1561/crandall-syndrome
Crane-Heise syndrome,Other names: Cleft lip/palate;  agenesis of clavicles and cervical vertebrae;  and talipes equinovarus,diseases/8428/crane-heise-syndrome
Cranio osteoarthropathy,,diseases/1564/cranio-osteoarthropathy
Craniodiaphyseal dysplasia,,diseases/1567/craniodiaphyseal-dysplasia
Cranioectodermal dysplasia,Other names: Levin syndrome 1;  Sensenbrenner syndrome,diseases/359/cranioectodermal-dysplasia
Craniofacial and skeletal defects,,diseases/1570/craniofacial-and-skeletal-defects
Craniofacial deafness hand syndrome,Other names: CDHS;  Features of flat facial profile;  hypertelorism;  hypoplastic nose with slitlike nares;  and a sensorineural hearing loss;  Sommer-Young-Wee-Frye syndrome,diseases/1571/craniofacial-deafness-hand-syndrome
Craniofacial dysostosis arthrogryposis progeroid appearence,Other names: Van Biervliet Hendrickx Van Ertbruggen syndrome,diseases/1573/craniofacial-dysostosis-arthrogryposis-progeroid-appearence
Craniofacial dysostosis with diaphyseal hyperplasia,Other names: Dysostosis Stanescu type;  Stanescu osteosclerosis,diseases/2016/craniofacial-dysostosis-with-diaphyseal-hyperplasia
Craniofacial dyssynostosis,Other names: Craniofacial dyssynostosis and short stature;  Craniosynostosis-craniofacial dysostosis syndrome,diseases/1575/craniofacial-dyssynostosis
Craniofacial microsomia,,diseases/12994/craniofacial-microsomia
Craniofrontonasal dysplasia,Other names: CFND;  CFNS;  Craniofrontonasal dysostosis;  Craniofrontonasal syndrome,diseases/1578/craniofrontonasal-dysplasia
Craniofrontonasal syndrome Teebi type,,diseases/1579/craniofrontonasal-syndrome-teebi-type
"Craniometaphyseal dysplasia, autosomal dominant",Other names: CMD;  CMDD;  CMDJ;  Craniometaphyseal dysplasia Jackson type,diseases/1581/craniometaphyseal-dysplasia-autosomal-dominant
"Craniometaphyseal dysplasia, autosomal recessive type",Other names: CMDR,diseases/1582/craniometaphyseal-dysplasia-autosomal-recessive-type
Craniomicromelic syndrome,,diseases/1583/craniomicromelic-syndrome
Craniopharyngioma,Other names: Adamantinoma;  Adamantinomatous tumor;  Craniopharyngeal duct tumor;  Dysodontogenic epithelial tumor;  Rathke's pouch tumor,diseases/10486/craniopharyngioma
Craniorachischisis,,diseases/10504/craniorachischisis
Craniostenosis cataract,,diseases/1584/craniostenosis-cataract
Craniosynostosis,Other names: Craniostenosis;  CSO,diseases/6209/craniosynostosis
Craniosynostosis alopecia brain defect,,diseases/1586/craniosynostosis-alopecia-brain-defect
Craniosynostosis arthrogryposis cleft palate,,diseases/1587/craniosynostosis-arthrogryposis-cleft-palate
Craniosynostosis autosomal dominant,,diseases/1588/craniosynostosis-autosomal-dominant
Craniosynostosis cleft lip palate arthrogryposis,,diseases/1590/craniosynostosis-cleft-lip-palate-arthrogryposis
Craniosynostosis contractures cleft,,diseases/1591/craniosynostosis-contractures-cleft
Craniosynostosis exostoses nevus epibulbar dermoid,,diseases/1593/craniosynostosis-exostoses-nevus-epibulbar-dermoid
Craniosynostosis Fontaine type,,diseases/1595/craniosynostosis-fontaine-type
Craniosynostosis Maroteaux Fonfria type,,diseases/1598/craniosynostosis-maroteaux-fonfria-type
Craniosynostosis Philadelphia type,,diseases/1601/craniosynostosis-philadelphia-type
"Craniosynostosis, anal anomalies, and porokeratosis",Other names: CDAGS syndrome;  Craniosynostosis and clavicular hypoplasia;  Delayed closure of the fontanel;  Anal anomalies and Genitourinary malformations,diseases/9506/craniosynostosis-anal-anomalies-and-porokeratosis
Craniotelencephalic dysplasia,Other names: Complex of anomalies involving the cranium and brain,diseases/1605/craniotelencephalic-dysplasia
Crawfurd syndrome,,diseases/1607/crawfurd-syndrome
Creeping myiasis,,diseases/1609/creeping-myiasis
Cretinism athyreotic,,diseases/1610/cretinism-athyreotic
Creutzfeldt-Jakob disease,Other names: CJD;  Creutzfeldt Jacob disease;  Creutzfeldt Jakob disease;  Creutzfeldt-Jacob disease,diseases/6956/creutzfeldt-jakob-disease
Cri du chat syndrome,Other names: 5p deletion syndrome;  5p minus syndrome;  5p- syndrome;  Cat cry syndrome;  Chromosome 5p deletion syndrome;  Chromosome 5p- syndrome;  Monosomy 5p,diseases/6213/cri-du-chat-syndrome
"Crigler Najjar syndrome, type 1",Other names: Crigler-Najjar syndrome;  type I,diseases/47/crigler-najjar-syndrome-type-1
Crigler-Najjar syndrome type 2,Other names: Arias syndrome;  Crigler Najjar syndrome type 2;  Crigler-Najjar syndrome;  type II,diseases/8683/crigler-najjar-syndrome-type-2
Crohn's disease of the esophagus,,diseases/203/crohns-disease-of-the-esophagus
Crome syndrome,Other names: Congenital cataracts;  renal tubular necrosis and encephalopathy in two sisters,diseases/1614/crome-syndrome
Cronkhite-Canada disease,Other names: Polyposis skin pigmentation alopecia fingernail changes,diseases/4427/cronkhite-canada-disease
Crossed polydactyly type 1,,diseases/1616/crossed-polydactyly-type-1
Crossed polysyndactyly,,diseases/1617/crossed-polysyndactyly
Crouzon syndrome,Other names: CFD1;  Craniofacial dysostosis type 1;  Crouzon craniofacial dysostosis;  Crouzon disease,diseases/6206/crouzon-syndrome
Crumpled helices and small mouth,Other names: Sparse hair;  prominent nose;  small mouth;  micrognathia;  cleft palate;  crumpled upper helices;  digit anomaly;  and mild developmental delay,diseases/10078/crumpled-helices-and-small-mouth
Crusted scabies,Other names: Norwegian scabies;  Seven year itch,diseases/12151/crusted-scabies
Cryofibrinogenemia,,diseases/9908/cryofibrinogenemia
Cryoglobulinemic vasculitis,Other names: Meltzer syndrome,diseases/6386/cryoglobulinemic-vasculitis
Cryopyrin-associated periodic syndrome,Other names: CAPS;  Cryopyrinopathy,diseases/10927/cryopyrin-associated-periodic-syndrome
Cryptococcosis,,diseases/6218/cryptococcosis
Cryptogenic organizing pneumonia,Other names: COP;  Idiopathic BOOP;  Idiopathic bronchiolitis obliterans organizing pneumonia,diseases/1620/cryptogenic-organizing-pneumonia
Cryptomicrotia brachydactyly syndrome,Other names: Bilateral cryptomicrotia;  brachytelomesophalangy;  hypoplastic toe nails;  and excess fingertip arch;  Cryptomicrotia brachydactyly syndrome excess fingertip arch;  Tonoki ohura niikawa syndrome,diseases/8174/cryptomicrotia-brachydactyly-syndrome
Cryptophthalmos,,diseases/10505/cryptophthalmos
Cryptosporidiosis,,diseases/6219/cryptosporidiosis
Crystal arthropathies,,diseases/12802/crystal-arthropathies
Culler-Jones syndrome,Other names: Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,diseases/13349/culler-jones-syndrome
Curly hair-acral keratoderma-caries syndrome,Other names: CHACS,diseases/10163/curly-hair-acral-keratoderma-caries-syndrome
Currarino triad,Other names: Currarino syndrome;  Partial sacral agenesis with intact first sacral vertebra;  presacral mass and anorectal malformation,diseases/1626/currarino-triad
Curry Jones syndrome,Other names: Corpus callosum agenesis polysyndactyly;  Craniofacial malformations;  asymmetric;  with polysyndactyly and abnormal skin and gut development,diseases/5584/curry-jones-syndrome
Cushing's syndrome,Other names: Adrenal cortex adenoma;  Adrenal hyperfunction resulting from pituitary acth excess;  Cushing syndrome;  Ectopic ACTH syndrome;  Ectopic adrenocorticotropic hormone syndrome;  Hyperadrenocorticism;  Hypercortisolism;  Nodular primary adrenocortical dysplasia,diseases/6224/cushings-syndrome
Cutaneous anthrax,Other names: Anthrax;  skin type;  Skin anthrax,diseases/8158/cutaneous-anthrax
Cutaneous collagenous vasculopathy,Other names: CCV,diseases/12428/cutaneous-collagenous-vasculopathy
Cutaneous larva migrans,Other names: CLM;  Creeping eruption;  Dew itch;  Ground itch,diseases/1629/cutaneous-larva-migrans
Cutaneous lupus erythematosus,Other names: Lupus erythematosus;  cutaneous,diseases/6225/cutaneous-lupus-erythematosus
Cutaneous mastocytoma,Other names: Cutaneous local mastocytoma;  Multiple mastocytoma;  Solitary mastocytoma,diseases/12687/cutaneous-mastocytoma
Cutaneous mastocytosis,Other names: Mastocytoma,diseases/7842/cutaneous-mastocytosis
"Cutaneous photosensitivity and colitis, lethal",Other names: Early cutaneous photosensitivity and severe colitis,diseases/1633/cutaneous-photosensitivity-and-colitis-lethal
Cutaneous polyarteritis nodosa,,diseases/7415/cutaneous-polyarteritis-nodosa
Cutaneous sclerosis,,diseases/9752/cutaneous-sclerosis
Cutaneous T-cell lymphoma,Other names: CTCL,diseases/6226/cutaneous-t-cell-lymphoma
Cutaneous-skeletal hypophosphatemia syndrome,,diseases/12392/cutaneous-skeletal-hypophosphatemia-syndrome
Cutis gyratum acanthosis nigricans craniosynostosis,,diseases/1635/cutis-gyratum-acanthosis-nigricans-craniosynostosis
Cutis laxa,Other names: Generalized elastolysis,diseases/6227/cutis-laxa
Cutis laxa osteoporosis,,diseases/1637/cutis-laxa-osteoporosis
"Cutis laxa, autosomal dominant",Other names: ADCL;  Autosomal dominant cutis laxa,diseases/1639/cutis-laxa-autosomal-dominant
"Cutis laxa, autosomal recessive type 1",Other names: Cutis laxa;  autosomal recessive;  Cutis laxa;  type 1,diseases/8480/cutis-laxa-autosomal-recessive-type-1
"Cutis laxa, autosomal recessive type 2A",Other names: ARCL2A;  Cutis laxa with bone dystrophy;  Cutis laxa with growth and developmental delay;  Cutis laxa with joint laxity and retarded development;  Cutis laxa;  Debre type,diseases/1638/cutis-laxa-autosomal-recessive-type-2a
"Cutis laxa, autosomal recessive type 2B",Other names: Cutis laxa with progeroid features,diseases/1641/cutis-laxa-autosomal-recessive-type-2b
Cutis marmorata telangiectatica congenita,Other names: CMTC;  Hereditary cutis marmorata telangiectatica congenita;  Van Lohuizen syndrome,diseases/6228/cutis-marmorata-telangiectatica-congenita
Cutis verticis gyrata,,diseases/1643/cutis-verticis-gyrata
Cutis verticis gyrata mental deficiency,,diseases/1644/cutis-verticis-gyrata-mental-deficiency
Cutler Bass Romshe syndrome,,diseases/1646/cutler-bass-romshe-syndrome
Cyclic neutropenia,Other names: Cyclic hematopoiesis;  Neutropenia cyclic,diseases/6229/cyclic-neutropenia
Cyclic thrombocytopenia,Other names: Thrombocytopenia cyclic,diseases/9862/cyclic-thrombocytopenia
Cyclic vomiting syndrome,Other names: CVS;  Familial cyclic vomiting syndrome (subtype),diseases/6230/cyclic-vomiting-syndrome
Cyclosporiasis,Other names: Cyclospora infection;  Cyclosporosis,diseases/9528/cyclosporiasis
CYLD cutaneous syndrome,Other names: BRSS; Spiegler-Brooke syndrome; SBS; Ancell-Spiegler cylindromas; Brooke-Spiegler syndrome; Familial cylindromatosis; Multiple familial trichoepitheliomas,diseases/10179/cyld-cutaneous-syndrome
Cylindrical spirals myopathy,Other names: Myotonic myopathy with cylindrical spirals,diseases/11906/cylindrical-spirals-myopathy
Cyprus facial neuromusculoskeletal syndrome,Other names: Unusual facial appearance;  skeletal deformities;  and musculoskeletal and sensory defects,diseases/9487/cyprus-facial-neuromusculoskeletal-syndrome
Cystic adenomatoid malformation of lung,Other names: Congenital cystic adenomatoid malformation;  Congenital pulmonary airway malformation,diseases/6232/cystic-adenomatoid-malformation-of-lung
Cystic adventitial disease,,diseases/11976/cystic-adventitial-disease
Cystic fibrosis,Other names: CF;  Mucoviscidosis,diseases/6233/cystic-fibrosis
Cystic hygroma,Other names: Cystic lymphangioma;  Macrocystic lymphatic malformation,diseases/6234/cystic-hygroma
Cystic medial necrosis of aorta,Other names: Erdheim cystic medial necrosis of aorta;  Erdheim disease,diseases/1654/cystic-medial-necrosis-of-aorta
Cysticercosis,Other names: Neurocysticercosis;  Submacular cysticercosis;  Taeniasis,diseases/8194/cysticercosis
Cystinosis,Other names: Cystine diathesis;  Cystine disease;  Cystine storage disease;  Cystinoses,diseases/6236/cystinosis
Cystinuria,Other names: CSNU;  Cystinuria-lysinuria,diseases/6237/cystinuria
Cystoisosporiasis,Other names: Isosporiasis,diseases/3033/cystoisosporiasis
Cytochrome c oxidase deficiency,Other names: Complex 4 mitochondrial respiratory chain deficiency;  Complex IV deficiency;  COX deficiency;  Deficiency of mitochondrial respiratory chain complex4;  Mitochondrial complex IV deficiency,diseases/48/cytochrome-c-oxidase-deficiency
Cytokine deficiency,,diseases/9529/cytokine-deficiency
Cytokine receptor deficiency,,diseases/9530/cytokine-receptor-deficiency
Cytomegalic inclusion disease,Other names: CIBD;  Cytomegalic inclusion body disease;  Giant cell inclusion disease,diseases/1657/cytomegalic-inclusion-disease
Cytomegalovirus retinitis,,diseases/9531/cytomegalovirus-retinitis
Cytoplasmic body myopathy,,diseases/1658/cytoplasmic-body-myopathy
Czech dysplasia metatarsal type,Other names: Pseudorheumatoid dysplasia progressive;  with hypoplastic toes,diseases/10220/czech-dysplasia-metatarsal-type
D-2-hydroxyglutaric aciduria,Other names: D-2-HGA;  D-2-hydroxyglutaric acidemia;  D2HA,diseases/5661/d-2-hydroxyglutaric-aciduria
D-bifunctional protein deficiency,Other names: 17-BETA-HYDROXYSTEROID DEHYDROGENASE IV DEFICIENCY;  Bifunctional enzyme deficiency;  DBP deficiency;  PBFE deficiency;  Peroxisomal bifunctional enzyme deficiency,diseases/4539/d-bifunctional-protein-deficiency
D-glycericacidemia,Other names: D-Glycerate kinase deficiency;  Non ketotic hyperglycinemia syndrome,diseases/234/d-glycericacidemia
D-minus hemolytic uremic syndrome (D-HUS),,diseases/6240/d-minus-hemolytic-uremic-syndrome-d-hus
D-plus hemolytic uremic syndrome (D+HUS),,diseases/6241/d-plus-hemolytic-uremic-syndrome-dhus
Daentl Towsend Siegel syndrome,Other names: Familial nephrosis;  hydrocephalus;  thin skin;  blue sclerae syndrome;  Hydrocephalus blue sclera nephropathy,diseases/236/daentl-towsend-siegel-syndrome
